"","non_treatment_1","non_treatment_2","non_treatment_3","control_1","control_2","control_3","siSOX10_1","siSOX10_2","siSOX10_3","siSOX10_control_1","siSOX10_control_2","siSOX10_control_3"
"ENSG00000262246.7",53.1809921751444,30.4058629234873,62.3709583371926,33.220174136707,32.3669612377091,44.275227039658,50.4802169772868,45.2676979359394,57.8958067733327,27.0971973871673,15.9219524970079,39.8416491699305
"ENSG00000168140.6",13.0443943071109,3.96598212045487,8.91013690531323,3.79659132990937,5.71181668900749,18.6939847500778,29.5261646470923,31.6873885551576,21.5690260528102,25.3489911041242,27.5980509948137,12.6768883722506
"ENSG00000103423.15",1056.59593887598,883.092018821284,924.872210771513,1065.89301587206,1120.46804049364,761.533905082117,1175.33184433909,1096.38364400845,841.192016059598,885.466482361305,873.584460335834,868.366853499168
"ENSG00000153406.15",1240.22087412223,1013.96942879629,1118.22218161681,1019.38477208067,987.192317750128,1112.78403959674,888.642310185067,870.045154328755,961.524477196329,797.182065067631,790.790307351393,788.683555159307
"ENSG00000103415.13",915.114431391163,971.665619511443,1018.4286482773,815.317988098037,931.978089756389,1308.57893250545,770.537651596698,774.077634704563,703.831376460123,657.325562424187,616.710293384107,556.877596352438
"ENSG00000089486.18",26.0887886142218,23.7958927227292,24.0573696443457,9.49147832477342,20.9433278596941,23.6134544211509,17.1442246337955,17.201725215657,23.8394498478429,19.2302691134736,28.6595144946142,27.1647607976799
"ENSG00000261612.1",8.0273195736067,9.25395828106136,3.56405476212529,6.6440348273414,6.66378613717541,9.83893934214621,0.952456924099751,9.95889354590666,4.54084759006531,2.62230942456458,7.43024449860369,9.96041229248264
"ENSG00000153443.14",29.0990334543243,15.8639284818195,15.1472327390325,47.4573916238671,59.9740752345787,37.3879695001556,47.6228462049875,59.75336127544,39.7324164130714,35.8382288023825,55.1961019896274,18.1098405317866
"ENSG00000102858.14",86.293685416272,66.0997020075811,63.2619720277239,87.3216005879155,97.1008837131274,109.212226697823,129.534141677566,85.103272119566,88.5465280062735,71.6764576047651,114.638057978457,104.131583057773
"ENSG00000168101.16",718.445101837799,667.60699027657,708.355883972402,721.35235268278,727.304658400287,856.971616700935,1026.74856417953,1041.15705252661,1245.32745157541,812.915921615018,769.561037355382,1177.13963456613
"ENSG00000168096.16",119.4063786574,101.793541091675,240.573696443457,212.609114474925,192.297828529919,95.4377116188183,365.743458854304,359.425521611359,217.960684323135,229.889126220161,383.18832342799,159.366596679722
"ENSG00000166246.15",1.00341494670084,3.96598212045487,2.67304107159397,1.89829566495468,5.71181668900749,4.91946967107311,26.668793874793,12.674955422063,7.94648328261429,9.61513455673678,13.7990254974069,9.96041229248264
"ENSG00000103199.15",143.48833737822,56.8457437265198,57.0248761940047,111.050296399849,107.572547642974,158.406923408554,214.302807922444,182.881499661195,173.687420319998,128.493161803664,130.560010475465,131.296343855453
"ENSG00000067836.14",57.1946519619477,60.8117258469747,52.569807741348,69.287791770846,77.1095253016011,49.1946967107311,94.2932354858753,80.5765023259721,42.0028402081041,68.180045038679,106.146349980053,75.1558382069144
"ENSG00000140632.18",460.567460535684,475.917854454584,443.724817884599,467.92988141133,681.610124888227,544.093345620686,521.946394406663,541.401667313835,349.645264435029,406.457960807509,385.311250427592,268.931131897031
"ENSG00000118900.16",412.403543094044,367.514343162151,488.275502411165,427.116524614804,360.79642085564,573.610163647124,623.859285285337,671.77263736934,560.794677373065,687.045069235919,565.760045393681,565.932516618332
"ENSG00000103174.14",404.376223520437,399.24220012579,368.879667879968,243.930992946677,376.979901474494,319.765528619752,366.695915778404,356.709459735202,309.912848021957,296.320964975797,348.160027934573,317.827701332855
"ENSG00000033011.15",630.144586528126,569.77943130535,529.262132175606,514.438125202719,581.653332830596,516.544315462676,404.794192742394,404.693219547298,383.701621360518,352.263566033175,366.204907431182,403.849443858841
"ENSG00000153446.17",59.2014818553494,68.7436900878844,16.9292601200951,92.0673397503022,63.7819530272503,43.2913331054433,4.76228462049875,4.52676979359394,0,4.37051570760763,8.49170799840422,1.81098405317866
"ENSG00000118894.16",235.802512474697,274.974760351538,288.688435732149,301.829010727795,265.599476038848,205.633832250856,200.015954060948,187.408269454789,131.684580111894,131.98957436975,176.202940966888,122.24142358956
"ENSG00000260289.2",1.00341494670084,0,5.34608214318794,1.89829566495468,1.90393889633583,5.90336360528773,9.52456924099751,14.4856633395006,10.2169070776469,5.24461884912915,12.7375619976063,9.96041229248264
"ENSG00000067365.16",233.795682581295,211.51904642426,162.164491676701,257.21906260136,234.184484249307,168.2458627507,266.68793874793,237.202737184322,114.656401649149,267.475561305587,262.18148445073,230.900466780279
"ENSG00000183044.13",129.440528124408,121.623451693949,67.7170404803805,96.8130789126889,122.804058813661,22.6295604869363,51.4326739013865,46.1730518946582,48.814111593202,76.0469733123727,80.6712259848401,56.1405056485385
"ENSG00000184857.9",305.038143797054,298.770653074267,376.007777404218,363.523619838822,360.79642085564,345.346770909332,356.218889613307,340.413088478264,262.233948326271,289.328139843625,343.914173935371,306.056304987194
"ENSG00000140650.14",192.655669766561,142.775356336375,185.330847630515,170.846609845922,214.193125837781,170.21365061913,359.076260385606,329.548840973639,272.450855403918,271.846077013194,303.578560942951,213.696118275082
"ENSG00000153048.12",343.167911771686,304.058629234873,349.277366688279,284.744349743203,297.966437276557,349.282346646191,263.830567975631,277.038311367949,406.405859310845,263.105045597979,292.963925944946,457.273473427612
"ENSG00000187555.18",693.359728170278,573.745413425804,594.306131584392,420.472489787463,623.539988549985,612.965921015709,878.16528401997,945.189532902414,950.172358221165,798.056168209152,688.889811370542,832.147172435595
"ENSG00000182831.13",226.771777954389,207.553064303805,220.971395251768,198.371896987765,227.520698112132,223.343923066719,336.217294207212,275.227603450511,376.89034997542,265.727355022544,226.091725457512,260.781703657727
"ENSG00000213853.11",1151.92035881256,1122.37294008873,950.711607796921,1018.43562424819,932.930059204557,892.391798332662,939.122527162354,887.246879544412,882.059644370186,1015.70785044801,1041.29569330432,1037.69386247137
"ENSG00000103274.12",145.495167271621,155.995296737892,147.9082726282,161.355131521148,165.642683981217,212.521089790358,146.678366311362,148.478049229881,219.095896220651,200.169619408429,191.063429964095,172.043485051973
"ENSG00000179583.22",28.0956185076234,71.3876781681876,71.2810952425058,40.8133567965257,45.6945335120599,47.2269088423018,62.8621569905835,128.560262138068,44.2732640031367,79.5433858784588,46.7043939912232,60.6679657814852
